loan_id,no_of_dependents,cibil_score,education_Graduate,self_employed_Yes,loan_status_Approved,debt_to_income,asset_combined
35,3,0.06997236317277106,1,0,1,-0.3308205315408678,0.12788945120031142
36,2,0.528181901868721,1,1,1,-0.4651412700195319,-1.7760334826734083
37,3,0.20917526100445208,0,0,1,-0.5522010079223698,-1.9079411748099773
38,5,-1.4612595129757202,1,1,0,0.3288435396543486,-0.12406560734426364
39,5,1.3343986851438736,1,0,1,-0.7567913919940384,-1.0655225061830826
40,3,-1.4380590300037732,0,1,0,0.3288435396543486,-2.254557634176615
41,1,0.649984437471442,1,0,1,1.8171632436179386,1.7834781285243229
42,2,1.2879977191999799,0,0,1,-0.663178256238075,2.777381224554517
43,3,-0.347636330322272,1,0,0,-0.07710358108116933,-2.230046514092231
44,2,-1.4960602374336405,1,1,0,-0.4912591913903833,-2.2377114776816898
45,5,1.0849934931954452,1,0,1,-0.8048081858989112,0.39408626367273647
46,4,-1.5598615656064942,1,0,0,-0.5474127223377135,1.86906575295226
47,3,0.4585804529528806,0,1,1,0.3606825295159579,-0.5526439757168624
48,1,0.44698021146690714,1,1,1,-0.39386904143901624,0.6910280459013386
49,3,0.19757501951847864,0,0,1,-0.31318245477094236,0.642121337040572
50,1,0.3599784003221065,0,1,1,-0.7769067735410625,2.5199931215713356
51,4,-0.568040918555767,1,0,0,-0.5467150518353415,0.4036191344810129
52,2,-0.9566490083358764,1,0,0,-0.38012293286751925,1.23118813601145
53,5,0.5165816603827477,0,0,1,0.1616888428809001,-1.0331390967881364
54,1,0.33097779660717297,0,1,1,-0.5198645338441727,3.1209402802680932
55,2,-0.057630293172936546,1,1,1,-0.6077143937380615,0.4491957595045567
56,5,1.264797236228033,0,0,1,-0.3279247278920742,-0.10291462264496927
57,2,-0.9798494913078233,0,0,0,-0.7485915794706316,-1.0546724029286485
58,5,1.3982000133167274,1,1,1,-0.6351417904835679,3.1661874511802734
59,1,-1.0378506987376903,1,0,0,-0.7802504619100193,1.2041202013639607
60,4,1.1429947006253123,0,1,1,-0.573411925884152,-0.35671824119786005
61,2,-0.7072438163874479,0,0,0,-0.7822435624279858,4.025484741932341
62,3,0.4005792455230135,0,1,1,-0.6494177152472052,0.8739746401390174
63,5,-1.3626574603449462,0,1,0,0.28040666729386077,2.2588703362547102
64,3,-0.08083077614488339,0,1,1,-0.8070486043288585,-0.962286455586842
65,4,1.067593130966485,1,1,1,-0.6526545516564133,-0.265930350068192
66,1,-1.3684575810879327,1,0,0,-0.5670648656130981,-0.10840962610045628
67,3,0.6673847997004021,0,0,1,-0.21289879085236998,2.2992337878747917
68,0,0.5397821433546945,0,1,0,-0.623009594750011,-1.9907548613284969
69,4,1.026992285765578,1,0,1,0.296009581359564,-0.4495609671748744
70,0,-1.6700638597232418,1,0,0,-0.5421204066915148,-1.5069854913533742
71,4,-1.5076604789196137,0,1,0,-0.7158733151797048,-2.5264675760630526
72,5,-1.2408549247422251,1,1,1,1.107847503862684,-0.15931019999641294
73,5,-1.0552510609666506,0,0,0,0.5467416265197369,2.281132284698412
74,3,0.7833872145601363,0,1,1,-0.6407617757890495,0.1634968002548844
75,2,-0.6144418844996606,0,0,0,0.258124244865582,-1.2502860757891392
76,2,0.4121794870089869,0,0,1,-0.6154338701886414,-1.9941021495523557
77,4,0.5629826263266413,1,0,1,-0.6850816605109116,0.8553051181338545
78,0,1.166195183597259,1,0,1,0.07462910497806226,2.9201792262101782
79,2,-0.1388319835747505,0,0,1,-0.36927313510534826,2.0368558365060516
80,0,0.2265756232334122,0,0,1,-0.7337827469768599,-2.269132343906238
81,4,-0.7536447823313417,1,0,0,0.5019680470268488,-1.3778597167268238
82,0,1.3111982021719268,0,0,1,1.1304262900906588,0.8971295906163516
83,2,-1.3742577018309194,0,1,0,-0.7563956659126619,2.923316700412111
84,3,0.07577248391575776,1,0,1,-0.7924858845342019,-0.9192319042730122
85,3,0.6557845582144287,0,1,1,-0.6636374724380021,-0.570921831676384
86,2,-0.9334485253639296,1,0,0,-0.6034126184534507,0.9130666252250703
87,5,-1.2350548039992384,0,1,0,-0.6107684679660969,-2.060226547282618
88,1,-1.1480529928544378,0,1,0,-0.07247183147845666,3.4296456205510095
89,4,1.3749995303447806,1,1,1,0.5795755848145214,-1.429817084214779
90,2,0.23817586471938562,0,0,1,-0.12997904638705599,1.5677793949794974
91,4,-0.6434424882145942,1,0,0,-0.5763333563235072,-0.5497988381936586
92,4,-0.347636330322272,1,0,0,-0.7643101875401926,2.331311910959242
93,4,1.4156003755456876,1,0,1,0.3761307236099952,-0.20784055435526014
94,1,-0.8580469557051024,1,0,0,-0.1480389776110781,-1.908711961920552
95,2,-1.3568573396019594,1,0,0,-0.5905072925996182,-2.2361388407598
96,5,-1.739665308639082,1,0,1,3.5047827783498713,-2.599940357414285
97,2,-0.7536447823313417,1,1,0,-0.7753905178187357,0.058106901103118266
98,2,1.5142024281764617,0,0,1,-0.7317241915978766,1.7404683632958102
99,4,-0.2200336739765644,1,0,1,-0.43846764819398165,3.989256932158406
100,0,-0.7942456275322486,1,0,0,-0.6523762388079727,-0.4979718243437514
101,4,-0.7072438163874479,0,0,0,-0.6218487982446399,-2.6186559529496494
102,2,0.5919832300415748,0,1,1,3.5047827783498713,-2.6620477819350192
103,2,0.1047730876306913,0,1,1,-0.7158733151797048,-0.513752963102674
104,4,0.19177489877549195,1,0,1,-0.5043181520758089,-1.982806205066376
105,5,-1.5598615656064942,0,1,0,-0.13757198521349978,2.459244643831373
106,3,1.3982000133167274,0,1,1,-0.7300516153524526,-0.3520523246020123
107,4,0.9515907161067508,0,1,1,-0.6717630479756003,2.1489879452762537
108,0,-0.05183017242994984,1,0,1,0.5486210113379569,-1.5026980944646593
109,1,0.690585282672349,1,1,1,3.5478638857657083,2.4066854348213593
110,2,-1.641063256008308,1,0,0,-0.722928545887675,-1.205607459219095
111,0,1.0327924065085647,0,0,1,0.057217157397494764,-2.619261558879973
112,3,-1.7280650671531088,1,1,0,-0.6514961684493901,-0.15635442544094996
113,5,-0.568040918555767,0,0,0,-0.22235495868485744,1.4528482939314868
114,5,1.6186046015502225,0,1,1,-0.67026832370841,2.468637936482099
115,1,-0.945048766849903,0,0,0,-0.5930657828563548,2.251563946167664
116,0,1.1429947006253123,0,1,1,-0.4081567143013108,-1.0938888899315429
117,4,-0.8348464727331556,0,1,0,-0.5347890603418021,1.3840292310426674
118,0,0.2729765891773059,0,0,1,0.022393262236359776,-2.3944318375267195
119,0,-1.2814557699431322,0,0,0,-0.6334567632983515,1.2830728232305062
120,1,0.6789850411863755,0,1,1,3.440492510360082,-0.0192366285776558
121,5,-0.31863572660733847,1,0,0,-0.6914965885669101,-2.4456556444175463
122,2,-1.641063256008308,1,0,0,0.1616888428809001,-2.3736995445367093
123,1,-0.17363270803267072,0,0,1,-0.1214908787117657,0.37185282614808796
124,0,1.5374029111484084,0,1,1,-0.8025461209140854,2.208853150233096
125,3,0.690585282672349,1,0,1,-0.5930657828563547,1.9254917883061444
126,3,1.2821975984569933,1,0,1,-0.6218487982446399,-2.6818321661851288
127,4,1.5026021866904882,0,1,1,-0.5905072925996183,-2.570549977606875
128,3,-1.1886538380553449,0,0,0,-0.1972021237209159,0.039822564805760116
129,2,-0.9914497327937967,0,1,0,-0.31589600504323867,-2.2254272232879257
130,3,1.5142024281764617,1,0,1,-0.4651412700195319,-2.5909426683392094
131,0,-0.20263331174760427,0,1,1,-0.6998490867296184,3.76384840668342
132,5,-1.4090584262888397,1,0,0,-0.44804590330406563,0.5828798463160637
133,3,-0.7826453860462752,0,1,0,-0.8133802216308831,-1.9231733274955367
134,4,-0.7014436956444613,0,1,0,-0.45131413517614,2.1190262449968915
135,3,0.6789850411863755,0,0,1,-0.5173771127612345,-2.0589261671756613
136,3,-1.0146502157657435,1,0,0,-0.37372854522155236,-2.16874250826372
137,2,1.0791933724524585,0,0,1,3.4593603064005642,-0.30236581592904804
138,5,-1.2640554077141721,0,1,0,0.18068369478697377,-1.625072168195186
139,3,-0.208433432490591,0,1,1,-0.47955115767241535,-1.6264117280362558
140,0,-0.5738410392987536,1,0,0,0.0049813146557920965,-2.6522993632318173
141,2,0.7369862486162426,0,1,1,-0.14921889311771427,-0.7649243588568164
142,4,1.705606412695023,0,0,1,-0.22137400389158607,-1.1060609318416614
143,0,1.3285985644008869,1,1,1,-0.6690193471447229,-0.5128024589513211
144,4,-0.5448404355838201,0,0,0,-0.7614609597542815,1.1978781406891201
145,2,1.1719953043402458,1,1,1,0.467815177088088,2.71514938915017
146,5,-0.33023596809331185,0,0,0,-0.6442355879910839,-2.475926587522114
147,3,0.9979916820506445,1,1,1,-0.8054204741654807,-1.9363809453255856
148,3,-0.1620324665466973,1,0,1,-0.5121535284870643,-0.9332641977633537
149,0,0.6325840752424818,0,1,1,-0.7113959572304159,0.08310959030562613
150,5,-1.1480529928544378,1,0,0,-0.6601550829218885,-1.6535699610640637
151,1,-0.6898434541584878,0,1,0,0.07128065352026092,1.0469543018680438
152,5,0.9979916820506445,1,1,1,0.26029133255063114,1.359506509149154
153,1,-1.7048645841811618,1,1,1,2.881167178848928,0.1569842657006133
154,2,-1.0726514231956106,0,0,0,0.35455964685026387,-2.302030425664081
155,3,-0.30123536437837833,0,0,0,-0.5084859054860512,1.9256384960958601
156,5,0.5861831092985882,0,0,1,-0.3899216564714801,-0.4843854310923913
157,2,1.6824059297230762,1,0,1,-0.5556833974384833,-1.1386939297799694
158,5,-1.3684575810879327,0,1,0,0.31364765812948975,2.5925401321410466
159,5,0.6035834715275483,1,1,1,-0.8591487695569464,-2.424438911675044
160,3,-1.6352631352653215,1,1,0,-0.42753146324550595,-0.8464843349562199
161,5,0.9341903538777907,0,0,1,2.7903312518181953,-0.861086976628443
162,4,0.5397821433546945,0,0,1,0.31027079556840975,-0.30005119125533825
163,3,-0.44043826221005933,0,0,0,-0.7591698281326212,2.735097696087473
164,2,0.47018069443885396,0,1,1,-0.42753146324550595,-1.5454941605781958
165,2,0.7949874560461097,1,1,1,-0.7084786115158588,2.9308904288534845
166,0,0.2207755024904255,0,0,1,-0.6548398568183469,-0.0480208908597194
167,4,0.3251776758641863,0,0,1,1.674727046433667,-0.7868945676458254
168,1,-0.347636330322272,1,0,0,0.4170640740625574,-1.7757749470063384
169,4,-1.5018603581766272,0,1,0,0.5244696408232747,0.06326971786954898
170,0,-1.327856735887026,0,1,1,3.47866485697902,0.4619632322170419
171,3,1.6592054467511292,0,1,1,-0.5146278578800924,-1.1616282791389119
172,0,1.166195183597259,0,0,1,-0.7913861825817451,-2.1700111766421406
173,3,0.8587887842189635,0,1,1,-0.6784376278814844,-0.968216021993552
174,2,-1.2988561321720924,0,1,0,0.10239410247139986,1.1853261500271135
175,4,-1.327856735887026,0,1,0,-0.41290542727782925,1.305523752797023
176,2,1.3111982021719268,1,0,1,0.1384729127734768,-1.774968615944334
177,4,1.5838038770923022,0,0,1,-0.4742257644093933,1.631723836540188
178,5,-1.6874642219522018,0,1,0,0.03109923602664343,-1.869010659199401
179,4,1.5606033941203552,0,0,1,-0.7942270792922588,0.5150549617043568
180,5,-0.38243705478019224,1,0,0,-0.3276785259624197,-1.183448716861362
181,3,1.0849934931954452,0,1,1,0.5702892127715521,-0.1575422456171229
182,0,-0.19683319100461757,1,1,1,-0.7089085361474777,-2.468023431951021
183,0,0.8239880597610433,0,0,1,0.016174709529013963,-1.6068559549939472
184,2,1.2995979606859533,0,0,1,0.8386653648133667,2.3555729490796935
185,4,-0.14463210431773718,1,0,1,-0.6954053931258131,-1.8132623951092182
186,2,0.9631909575927242,1,1,1,-0.3727663060131525,-1.217750701770459
187,1,1.6708056882371027,0,1,1,-0.35452419127239676,-1.863915596133803
188,3,0.2207755024904255,1,1,1,0.31955716761137926,2.6820615219010233
189,5,0.12797357060263814,0,1,1,0.24183150571748496,2.248228718644467
190,1,-0.8232462312471821,0,0,0,-0.7192615860602475,1.0859783532945102
191,1,-1.583062048578441,0,0,0,-0.6009544611479588,0.8650008932062414
192,0,0.06997236317277106,0,0,1,1.6242924396485747,-1.1139350828065977
193,1,0.4759808151818407,1,0,1,0.044158196712069095,-2.208668801787659
194,2,-0.09823113837384351,1,0,1,2.355594238032412,0.21948558091283737
195,5,0.5629826263266413,0,0,1,-0.19580020588262753,0.25294452164502224
196,3,-1.7048645841811618,1,0,0,-0.4764968880068585,2.096607276036078
197,4,0.4005792455230135,0,1,1,3.6092544638332766,-2.575094756543518
198,2,1.2531969947420598,0,0,1,-0.7934808529673774,-0.8495434951232068
199,4,-0.8406465934761422,0,1,0,-0.6657269061476702,1.792396441944803
200,3,-1.6352631352653215,1,1,0,-0.21707658704191418,0.5569334587990281
201,4,-1.4206586677748132,0,1,0,-0.8207714157058995,3.9683168408817386
202,2,-1.2234545625132651,0,1,0,-0.7249458562874741,-1.0718005934525496
203,2,1.6708056882371027,1,0,1,2.669009294482628,-2.4421769536437474
204,2,-1.4380590300037732,1,1,0,-0.14718396637438533,1.68990786115977
205,4,1.566403514863342,0,1,1,-0.43684685520110955,1.1717451489056971
206,3,1.3169983229149136,0,0,1,-0.7797571504408215,-0.9749852000717102
207,2,0.9747911990786977,1,0,1,-0.6463676632050309,3.0506182871123517
208,0,0.6209838337565085,1,0,1,-0.7898373065923692,1.2124165002953098
209,1,-1.4206586677748132,0,1,0,-0.4700256605096651,0.9328423046581609
210,3,0.3019771928922394,1,0,1,1.863084863610644,-2.0190040074552744
211,3,0.3773787625510666,1,0,1,1.4635667696741048,0.8542534304688119
212,5,-1.043650819480677,0,1,0,-0.6003399218215859,-1.9662075636425582
213,2,-0.7478446615883549,0,0,0,-0.5560930903227319,3.1802552732443736
214,5,0.6673847997004021,0,0,1,-0.5971055043143597,-1.2684260118015973
215,2,0.5165816603827477,0,1,1,-0.5231464446461391,0.10513278750267539
216,3,1.0849934931954452,1,1,1,0.3978856970172947,0.8596325163063572
217,2,1.2705973569710198,1,0,1,0.7885189557813321,-1.5111191209714177
218,4,1.2125961495411528,1,1,1,-0.1734911480450254,2.8645360913710207
219,1,0.8355883012470167,0,1,1,2.0421791815821964,0.7251094229548997
220,0,-0.6724430919295277,0,0,0,0.3836911745331363,-1.0907965015920698
221,4,0.4237797284949603,0,0,1,0.40665693297991956,-1.315854901967753
222,3,0.5513823848406679,1,1,1,-0.7181655209371466,1.4221969086544604
223,4,-0.7362444201023816,0,1,0,-0.4276386136921556,-0.4175401603786427
224,4,-0.6318422467286208,1,1,0,1.9059117657342766,-0.17713065024107963
225,3,0.7717869730741629,0,1,1,-0.33082053154086793,-2.3727890348321337
226,0,-0.9624491290788632,0,0,0,-0.7158733151797048,0.8147285175900898
227,3,1.026992285765578,0,1,1,-0.21653407269969963,0.16915836570531523
228,4,1.009591923536618,1,0,1,0.5708696110242376,0.29013822219886976
229,1,0.6789850411863755,0,1,1,-0.31383744966425525,2.4560559601166734
230,3,-0.5622407978127802,0,1,0,-0.42715156620738454,-2.1868162524525765
231,1,-0.011229327229042876,1,1,1,-0.6039393664474847,-0.28628387644408326
232,2,-0.33023596809331185,1,0,1,3.0527828329930973,3.5642816432285374
233,0,1.1371945798823255,0,1,1,-0.7762347334590056,-1.5459211218647648
234,3,-1.2408549247422251,0,1,0,0.14031963448656715,2.0849590790046
235,5,0.18597477803250523,0,1,1,-0.7215717707515269,-0.8933746391358058
236,1,-0.6898434541584878,1,1,1,1.0338003043075883,1.7290878843581223
237,3,0.9863914405646711,1,1,0,1.3457012783594937,-2.499441597623668
238,3,0.38897900403704005,1,1,1,0.4878443487803118,-0.8652781305788885
239,3,-0.0866308968878701,0,1,1,0.07499957194786157,-0.980689716668196
240,5,-0.7014436956444613,1,1,0,-0.5573221689754777,-0.45953041736937317
241,2,1.4562012207465944,1,0,1,-0.7654973657843223,2.983356547364985
242,3,-1.287255890686119,0,1,0,-0.1248620658735832,2.072856073473235
243,5,1.2009959080551793,1,0,1,-0.7767234898823198,-0.3682290976919263
244,1,1.3401988058868604,0,1,1,-0.5415839667147067,2.4553130744598897
245,2,0.429579849237947,0,0,1,-0.5845374820005667,-1.500531739624563
246,1,0.7253860071302691,0,1,1,-0.6026956559060156,1.316534245859701
247,2,0.00037091425693054283,0,0,1,1.2037939055778686,2.602432114468336
248,0,-0.37083681329421886,0,1,0,-0.3717835936301059,0.5387606418945556
249,0,-0.7130439371304347,1,0,0,-0.47708089121763536,0.9414897483823467
250,1,-0.2316339154625378,0,1,1,0.0077305695369342346,-1.8897243738250933
251,0,-0.3534364510652587,0,1,0,-0.6024469137977218,-0.6898244708208096
252,5,1.4620013414895812,1,0,1,0.0049813146557920965,-1.2759651095741757
253,3,1.467801462232568,0,0,1,-0.8039683580738195,-0.33812099760731873
254,0,0.748586490102216,1,0,1,-0.3582952280478674,0.8323292813693162
255,2,-0.3128356058643518,0,0,0,1.7138395986343509,-1.4236050770579864
256,3,-0.6434424882145942,1,1,0,-0.42335259582616974,-2.4605212351929
257,3,1.5606033941203552,1,1,1,0.41753786855454594,3.012412461763683
258,2,-0.568040918555767,0,0,0,2.0421791815821964,1.2686428388515734
259,0,0.3019771928922394,1,0,1,0.14889639159721793,3.517906341511134
260,0,1.0965937346814185,0,1,1,0.057217157397494764,-2.614863404707412
261,4,-1.5946622900644145,0,0,1,0.7885189557813321,-1.182373395371822
262,3,0.6731849204433888,1,1,1,2.2285340800120546,0.8915027829233135
263,3,-0.4462383829530461,1,0,0,-0.5726411202995577,2.6311440235174723
264,5,-1.4380590300037732,0,0,0,-0.7990107827854462,1.9440330018934189
265,5,-1.4786598752046802,1,1,1,3.658741051693837,-0.9025776548448385
266,0,0.28457683066327927,1,0,1,-0.7663889414134477,2.4020267131690587
267,2,0.38317888329405336,1,1,1,-0.723833062645107,-1.5848337520351174
268,0,1.2357966325130996,1,0,1,-0.4826342034027998,1.620493433313031
269,0,-0.0054292064860561665,0,0,1,-0.3119161313105374,0.4921797360475335
270,5,0.45278033220989383,1,1,1,-0.15670105573519233,-0.33585059975390824
271,5,-0.5042395903829131,0,0,0,-0.7978434068666842,0.272749273498898
272,5,1.566403514863342,1,0,1,0.7685137394121693,0.8040474577944107
273,3,-0.6782432126725144,1,0,0,-0.36541829751264504,2.2748267786183507
274,1,-1.6932643426951886,1,1,0,-0.6484093962488955,0.5763994365153807
275,3,-0.05183017242994984,1,1,1,-0.6402849780358291,-1.8458442050497093
276,1,1.6592054467511292,0,0,1,-0.26813752025082477,0.7963563260464865
277,4,1.3285985644008869,0,0,1,-0.10870846072320779,-2.008534503950705
278,0,0.2961770721492527,0,0,1,-0.40942303776171574,-1.9536518825241957
279,4,0.7717869730741629,0,0,1,-0.7646267684052939,-1.2418560277735655
280,5,-0.9682492498218499,1,1,0,-0.26155542138520355,-0.31041610085556903
281,1,0.6557845582144287,1,1,1,-0.37559411103375595,-2.2669277226146622
282,1,-1.142252872111451,1,0,0,-0.6377466634268972,0.21510230807775993
283,0,-1.1306526306254778,1,1,0,-0.3935035428309112,-0.9770963990618384
284,3,-0.48683922815395303,1,1,0,-0.3582114272306346,1.933627916084141
285,4,-1.0610511817096373,0,1,0,-0.1517262135693159,-2.335581967148039
286,1,-0.7652450238173151,0,0,0,0.1527976356057166,-0.399172576907794
287,5,0.4179796077519736,1,1,1,-0.10575867195661762,-0.5220187805464505
288,5,-0.4056375377521391,0,0,0,0.3601850452993703,-0.028837954818051275
289,1,1.2995979606859533,0,1,1,-0.4391437077333389,-0.4989092105085573
290,1,-0.29543524363539164,0,1,0,-0.4000160634844221,1.9867853767000094
291,5,-0.8696471971910759,0,1,0,-0.54969044803866,-0.6465950480786826
292,1,-0.9798494913078233,1,1,0,-0.6704821690731217,0.20069244088844285
293,3,-1.6700638597232418,1,1,0,-0.6262017851397819,-0.8011489090803644
294,0,-1.623662893779348,0,1,0,-0.2706077867056047,-0.5363197104467118
295,0,-0.9682492498218499,1,0,0,0.34688864896511856,2.6516886415477203
296,1,-0.9798494913078233,0,1,0,-0.2561978990527212,-2.6157882692099763
297,5,-0.48683922815395303,0,1,0,-0.03875101880237747,1.0428302460201568
298,2,-0.7188440578734214,0,1,0,-0.47793372130321427,-0.7569317268882784
299,5,-0.2316339154625378,1,0,1,0.26616052836430526,-2.3949821216556746
300,2,0.429579849237947,1,0,1,-0.3841757137698927,0.8502634015341427
301,0,-0.1562323458037106,0,1,1,0.5204804899956255,1.6575799465212695
302,2,-1.5598615656064942,0,0,0,-0.2561978990527212,-1.1399934644189205
303,4,0.19177489877549195,1,1,1,-0.39201109018114805,-2.06063170771377
304,3,1.607004360064249,0,0,1,-0.7252544461210718,-0.29030266084120904
305,5,0.3251776758641863,0,1,1,-0.5559862139181452,1.4978639831922016
306,0,1.0559928894805115,0,0,1,-0.07789955582770944,0.8704220542330275
307,5,-0.3998374170091524,0,0,1,0.9487088735225538,2.0415292476559226
308,3,-0.8406465934761422,0,0,0,-0.17411300331576002,-1.8931324069022717
309,3,-0.8580469557051024,1,0,0,-0.7207237862914342,2.0186969184714822
310,2,-0.7304442993593948,1,0,0,-0.38412241188954416,3.581604598515299
311,3,-0.6782432126725144,0,0,1,1.2978184225129332,-0.08501025244735134
312,4,-0.6898434541584878,1,0,0,-0.19953528997697595,0.6241066097097365
313,2,1.5026021866904882,1,1,1,-0.8013501487570365,-1.4842245670301213
314,4,0.5571825055836546,1,1,1,-0.6410374751701634,0.9298541627758883
315,4,1.0327924065085647,0,0,1,0.13183978988564135,2.7690593245706494
316,4,-0.5854412807847271,1,0,1,0.9879649007951057,-0.09510240064130322
317,2,1.6708056882371027,0,1,1,0.18780676425175144,-1.0068688272484352
318,1,0.429579849237947,1,0,1,-0.579110381455974,0.08817022571311654
319,4,1.1719953043402458,1,0,1,1.1442873982383344,-0.37554478848709766
320,4,-0.347636330322272,0,1,0,-0.029085539306187826,-1.5658138185609978
321,4,0.7311861278732559,1,1,1,-0.05079594115314464,1.6783028944736573
322,4,-0.666642971186541,0,1,1,3.511312258692584,0.08494313794749768
323,4,0.06997236317277106,1,1,1,0.3663680634198167,0.0481885710918077
324,3,1.6186046015502225,0,1,1,-0.2935877654362557,2.9140224712366094
325,2,0.6267839544994951,0,0,1,-0.4908009822435262,-0.8029331477266453
326,2,1.450401100003608,0,1,1,-0.43031737485839683,-0.7293450315076214
327,2,-0.48683922815395303,0,1,0,-0.4865713593494612,-1.1734472533576694
328,0,-0.7826453860462752,0,0,0,-0.3204881670425091,1.2900661635581003
329,0,0.6731849204433888,1,0,1,-0.727270226323349,-2.032639829953812
330,4,-1.1364527513684644,0,0,0,-0.3397752474394456,-2.7321316744088877
331,0,-0.5100397111258999,0,1,0,-0.8092309915691308,0.12218591570108828
332,3,-0.9218482838779563,0,1,0,-0.4620835621517249,2.3024922621364903
333,2,-0.2606345191774714,0,1,1,3.9226695202834927,-0.43624652258731117
334,5,-0.7768452653032885,0,0,0,-0.5502663470800844,-1.6934582897171813
335,3,-1.00304997427977,1,1,0,2.2772404739198584,-1.111413073404348
336,4,-0.04022993094397642,0,1,1,-0.44071931756886573,0.5704147601251826
337,3,0.7601867315881894,1,0,1,-0.5111617086881713,0.5904058276390781
338,1,-0.8638470764480891,1,1,0,-0.6962848741515663,-0.37081419848178065
339,3,0.1627742950605584,0,1,1,-0.745780895729856,-0.6818017179527929
340,1,0.6035834715275483,0,0,1,-0.6070163984537861,-1.3780628169114166
341,2,-1.5018603581766272,0,0,0,-0.36988767443172116,2.0672269600788966
342,5,-0.7826453860462752,1,0,0,-0.32665554740199454,2.402226654076885
343,4,-0.9798494913078233,1,0,1,1.2664769168679118,2.519428777821238
344,1,-1.0204503365087303,1,1,0,-0.23812712102315925,-0.7008042266817365
345,0,0.45278033220989383,1,0,1,-0.7406709899757657,-1.7391421429193183
346,4,-1.2698555284571587,1,0,0,0.5795755848145214,0.15659351250440753
347,5,-0.8754473179340625,1,1,0,-0.21440922485935907,0.3687718146589074
348,1,0.9747911990786977,0,0,1,-0.40039825366361875,1.4891312424740695
349,0,0.38317888329405336,0,0,0,0.37063221384771095,-2.1536025259570284
350,4,0.8239880597610433,0,1,1,-0.6812895848127843,1.4574570013497454
351,3,-0.8986478009060094,0,1,0,0.3862250027258309,1.0971598151178479
352,2,0.19757501951847864,1,0,1,-0.3878608451413965,1.0820484067778757
353,4,1.0559928894805115,0,0,1,-0.5655426300944929,-1.606497864134731
354,0,1.050192768737525,1,0,1,-0.5069299442128941,-1.055037146814246
355,4,-1.6352631352653215,0,0,0,-0.7020445134122811,2.087349611471803
356,5,0.7021855241583224,0,0,1,-0.6502577653497764,2.5241674324229706
357,5,-0.2142335532335777,0,0,1,0.5682813485460453,-0.40367629907827884
358,2,-1.0494509402236638,0,0,1,0.8706038515182933,2.433501937712098
359,0,-1.3220566151440392,1,1,0,-0.6376833568457833,-0.06988746111980672
360,0,1.6534053260081427,0,0,1,-0.6356582739119867,-1.2627289785883598
361,1,-0.022829568715016294,0,1,1,-0.2815243682608195,2.215815279916336
362,0,-1.4554593922327335,1,0,1,2.925439795214623,-0.8588952463943957
